Subject,Course Score,Learning Score,Quiz Score,Recommendation
Artificial Intelligence and Machine Learning,37,50,93,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,36,34,95,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,35,86,9,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,34,55,28,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,33,74,12,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,32,31,83,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,31,64,56,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,30,22,4,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,29,20,49,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,28,95,53,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,27,8,15,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,26,63,34,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,25,53,93,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,24,92,29,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,23,71,47,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,22,50,95,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,21,2,61,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,20,38,51,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,19,38,71,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,18,10,62,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,17,57,74,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,16,72,4,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,15,34,25,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,14,24,42,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,13,30,26,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,12,0,63,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,11,37,1,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,10,87,86,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,9,75,35,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,8,77,89,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,7,73,90,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,6,50,58,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,5,34,55,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,4,30,43,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,3,74,6,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,2,33,98,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,1,14,41,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,44,39,11,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,45,26,47,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,46,19,98,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,47,44,16,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,48,65,34,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,49,14,77,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,50,4,41,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,51,7,63,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,52,24,0,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,53,33,57,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,54,34,81,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,55,3,35,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,56,19,55,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,57,62,52,Data Science and Analytics
Artificial Intelligence and Machine Learning,58,2,77,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,59,64,17,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,60,95,38,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,61,92,12,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,62,43,78,IT Project Management
Artificial Intelligence and Machine Learning,63,99,40,IT Project Management
Artificial Intelligence and Machine Learning,64,72,45,IT Project Management
Artificial Intelligence and Machine Learning,65,23,13,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,66,19,61,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,67,30,52,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,68,62,68,Data Science and Analytics
Artificial Intelligence and Machine Learning,69,46,72,IT Project Management
Artificial Intelligence and Machine Learning,70,27,45,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,71,56,28,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,72,9,22,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,73,24,21,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,74,48,100,IT Project Management
Artificial Intelligence and Machine Learning,75,66,88,IT Project Management
Artificial Intelligence and Machine Learning,76,55,50,IT Project Management
Artificial Intelligence and Machine Learning,77,93,38,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,78,46,47,IT Project Management
Artificial Intelligence and Machine Learning,79,19,86,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,80,72,65,IT Project Management
Artificial Intelligence and Machine Learning,81,92,43,IT Project Management
Artificial Intelligence and Machine Learning,82,11,92,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,83,44,38,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,84,35,80,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,85,57,66,IT Project Management
Artificial Intelligence and Machine Learning,86,19,30,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,87,79,19,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,88,96,30,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,89,64,22,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,90,54,90,IT Project Management
Artificial Intelligence and Machine Learning,91,54,98,IT Project Management
Artificial Intelligence and Machine Learning,92,66,90,IT Project Management
Artificial Intelligence and Machine Learning,93,33,49,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,94,69,59,IT Project Management
Artificial Intelligence and Machine Learning,95,50,89,IT Project Management
Artificial Intelligence and Machine Learning,96,13,78,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,97,26,71,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,98,26,42,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,99,64,55,IT Project Management
Artificial Intelligence and Machine Learning,100,62,87,IT Project Management
Artificial Intelligence and Machine Learning,98,68,67,IT Project Management
Artificial Intelligence and Machine Learning,97,73,23,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,96,48,25,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,95,67,81,IT Project Management
Artificial Intelligence and Machine Learning,94,14,59,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,93,42,18,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,92,24,85,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,91,81,95,Data Science and Analytics
Artificial Intelligence and Machine Learning,90,32,49,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,89,64,85,IT Project Management
Artificial Intelligence and Machine Learning,88,5,59,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,87,55,8,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,86,0,70,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,85,19,68,Artificial Intelligence and Machine Learning
Artificial Intelligence and Machine Learning,84,18,82,Artificial Intelligence and Machine Learning
Database Management,96,78,66,IT Project Management
Database Management,95,13,80,Database Management
Database Management,94,75,33,Database Management
Database Management,93,6,88,Database Management
Database Management,92,11,49,Database Management
Database Management,91,33,99,Database Management
